-10 10
-10 10
100
0 -10.0 -3.2704409109734094 10.0 -0.1750597761307482 1.0 0.25
1 -10.0 0.6428597802359484 10.0 -4.1403630654783345 1.0 0.25
2 -10.0 -4.3037085374870765 10.0 7.631403954483758 1.0 0.25
3 -10.0 9.509508810740137 10.0 4.334635167550115 1.0 0.25
4 -10.0 8.240116904690108 10.0 -7.672924859271681 1.0 0.25
5 -10.0 3.2949730469063034 10.0 6.606831831142493 1.0 0.25
6 -10.0 6.665941084826251 10.0 3.2281957169840414 1.0 0.25
7 -10.0 -1.0401337197196288 10.0 2.8846591633517207 1.0 0.25
8 -10.0 -7.253908089846616 10.0 -6.698247793120893 1.0 0.25
9 -10.0 4.788629925512666 10.0 4.570229211134455 1.0 0.25
10 -10.0 7.133005443693193 10.0 4.763148060548117 1.0 0.25
11 -10.0 -9.650972429253862 10.0 3.602869219116558 1.0 0.25
12 -10.0 -5.7747876797257325 10.0 -6.677931350351587 1.0 0.25
13 -10.0 -7.57645545016236 10.0 -9.30884040695984 1.0 0.25
14 -10.0 3.92083872766365 10.0 4.6825196229528725 1.0 0.25
15 -10.0 3.1961545617956784 10.0 4.2262480057204055 1.0 0.25
16 -10.0 0.38542814560285166 10.0 -1.9768985956499119 1.0 0.25
17 -10.0 3.636888082887083 10.0 7.2772533980515135 1.0 0.25
18 -10.0 -0.9577100105700076 10.0 2.847444301669155 1.0 0.25
19 -10.0 -8.405299250260363 10.0 8.221558825670229 1.0 0.25
20 -10.0 4.367358205478411 10.0 6.508495065793355 1.0 0.25
21 -10.0 4.724973958252081 10.0 3.8913774990591854 1.0 0.25
22 -10.0 2.949707236969214 10.0 3.381334175255464 1.0 0.25
23 -10.0 -8.502299354835088 10.0 -5.52773615032608 1.0 0.25
24 -10.0 -5.516971919208842 10.0 8.228293994731551 1.0 0.25
25 -10.0 2.710757601642646 10.0 1.5819507346894355 1.0 0.25
26 -10.0 1.4186735389153569 10.0 -4.4699695160269615 1.0 0.25
27 -10.0 -9.062060841614542 10.0 -5.753749072947862 1.0 0.25
28 -10.0 6.933155595099887 10.0 5.496355612172756 1.0 0.25
29 -10.0 -5.545681563735288 10.0 -5.924782104226207 1.0 0.25
30 -10.0 1.2580410981321748 10.0 3.6344607624116687 1.0 0.25
31 -10.0 7.14889199645685 10.0 7.180481914165679 1.0 0.25
32 -10.0 -3.470518067846646 10.0 1.8568218550453786 1.0 0.25
33 -10.0 -1.75173020104892 10.0 -0.8650466832798198 1.0 0.25
34 -10.0 1.8649440889839664 10.0 9.304124526195935 1.0 0.25
35 -10.0 9.112166750023746 10.0 3.94414826147697 1.0 0.25
36 -10.0 9.00428057922296 10.0 -0.34640455090641 1.0 0.25
37 -10.0 6.613788574327149 10.0 6.933342821787207 1.0 0.25
38 -10.0 -9.350949703123085 10.0 5.030432335473918 1.0 0.25
39 -10.0 5.601153107849072 10.0 -8.253100929693895 1.0 0.25
40 -10.0 -9.822574716937362 10.0 -7.3507426886982135 1.0 0.25
41 -10.0 -9.742370991494656 10.0 4.264858202455844 1.0 0.25
42 -10.0 4.027041682272115 10.0 5.101179290477555 1.0 0.25
43 -10.0 -0.25355048964441096 10.0 2.0971197452456387 1.0 0.25
44 -10.0 0.6772037454739248 10.0 5.2625819814646935 1.0 0.25
45 -10.0 5.6106549226394815 10.0 -3.5957999167177785 1.0 0.25
46 -10.0 -9.482507958251684 10.0 -4.195291648350661 1.0 0.25
47 -10.0 1.5009447641165607 10.0 -8.926064614272917 1.0 0.25
48 -10.0 4.992433556939165 10.0 -7.336973309796639 1.0 0.25
49 -10.0 0.563414831681456 10.0 2.761987949055552 1.0 0.25
