-10 10
-10 10
16
0 -10.0 3.0 10.0 -5.562000525407033 1.0 0.25
1 -10.0 0.33333333333333304 10.0 -5.3506745253908985 1.0 0.25
2 -10.0 3.666666666666666 10.0 -5.872969040818778 1.0 0.25
3 -10.0 5.0 10.0 -4.553415708383752 1.0 0.25
4 -10.0 -1.0 10.0 -5.393233055995803 1.0 0.25
5 -10.0 2.333333333333333 10.0 -4.863121328374178 1.0 0.25
6 -10.0 4.333333333333332 10.0 -4.0805161392489655 1.0 0.25
7 -10.0 -2.3333333333333335 10.0 -5.8244583417628375 1.0 0.25
8 -10.0 1.0 10.0 5.760096998146382 1.0 0.25
9 -10.0 -1.666666666666667 10.0 4.128447462800443 1.0 0.25
10 -10.0 -4.333333333333333 10.0 4.106769948300301 1.0 0.25
11 -10.0 1.666666666666666 10.0 5.994816534138499 1.0 0.25
12 -10.0 -0.3333333333333339 10.0 5.6063826470487275 1.0 0.25
13 -10.0 -3.666666666666667 10.0 5.837087972602859 1.0 0.25
14 -10.0 -5.0 10.0 4.182368938027465 1.0 0.25
15 -10.0 -3.0 10.0 5.221780239885614 1.0 0.25
9
0 -3.3333333333333335 -3.3333333333333335 1 1
1 0.0 -3.3333333333333335 1 1
2 3.3333333333333335 -3.3333333333333335 1 1
3 -3.3333333333333335 0.0 1 1
4 0.0 0.0 1 1
5 3.3333333333333335 0.0 1 1
6 -3.3333333333333335 3.3333333333333335 1 1
7 0.0 3.3333333333333335 1 1
8 3.3333333333333335 3.3333333333333335 1 1
